Chromosome	Start	Stop	Name	Size	Orientation	RefSeq	CStart	CStop	NumExons
chr1	20439142	20446059	PLA2G2D	6917	-	NM_012400	20440606	20445991	4
chr1	20465822	20476879	PLA2G2F	11057	+	NM_022819	20465920	20474894	5
chr1	20489584	20503857	PLA2G2C	14273	-	NM_001316722	20489752	20503856	5
chr1	20510735	20512979	UBXN10-AS1	2244	-	NR_110078	20512979	20512979	2
chr1	20512570	20522541	UBXN10	9971	+	NM_152376	20517054	20517897	2
chr1	20617411	20681387	VWA5B1	63976	+	NM_001039500	20637094	20680756	22
chr1	20686293	20755287	LINC01141	68994	-	NR_033887	20755287	20755287	12
chr1	20808883	20812728	CAMK2N1	3845	-	NM_018584	20810141	20811872	2
chr1	20825940	20834674	MUL1	8734	-	NM_024544	20827182	20834517	4
chr1	20878931	20881513	FAM43B	2582	+	NM_207334	20879466	20880456	1
chr1	20915443	20945400	CDA	29957	+	NM_001785	20915622	20945061	4
chr1	20959947	20978004	PINK1	18057	+	NM_032409	20960041	20977184	8
chr1	20960171	20960281	MIR6084	110	+	NR_106732	20960281	20960281	1
chr1	20969149	20978686	PINK1-AS	9537	-	NR_046507	20978686	20978686	3
chr1	20978259	20988037	DDOST	9778	-	NM_005216	20978871	20987894	11
chr1	20990506	21044510	KIF17	54004	-	NM_020816	20991076	21044199	15
chr1	21046224	21059133	SH2D5	12909	-	NM_001103161	21048284	21054537	10
chr1	21069170	21113181	HP1BP3	44011	-	NM_016287	21071289	21106933	13
chr1	21132784	21503381	EIF4G3	370597	-	NM_001198801	21133811	21329235	35
chr1	21314806	21314925	MIR1256	119	-	NR_031657	21314925	21314925	1
chr1	21543739	21672034	ECE1	128295	-	NM_001113348	21546447	21671871	19
chr1	21619782	21626362	LOC100506801	6580	+	NR_038404	21626362	21626362	3
chr1	21766582	21811393	NBPF3	44811	+	NR_046176	21811393	21811393	18
chr1	21835857	21904905	ALPL	69048	+	NM_000478	21880574	21904141	12
chr1	21922707	21995856	RAP1GAP	73149	-	NM_001145657	21924212	21946525	27
chr1	22004791	22109688	USP48	104897	-	NM_032236	22005909	22109450	27
chr1	22138757	22151714	LDLRAD2	12957	+	NM_001013693	22138944	22148708	5
chr1	22148724	22263790	HSPG2	115066	-	NM_005529	22149808	22263710	97
chr1	22303417	22315847	CELA3B	12430	+	NM_007352	22303532	22315772	8
chr1	22328148	22339035	CELA3A	10887	+	NM_005747	22328167	22338960	8
chr1	22350486	22352541	LOC101928043	2055	-	NR_110692	22352541	22352541	3
chr1	22351683	22357717	LINC00339	6034	+	NR_023918	22357717	22357717	2
chr1	22379119	22419436	CDC42	40317	+	NM_001039802	22404971	22418010	7
chr1	22443797	22469519	WNT4	25722	-	NM_030761	22446542	22469415	5
chr1	22592731	22592793	MIR4418	62	+	NR_039613	22592793	22592793	1
chr1	22778343	22857650	ZBTB40	79307	+	NM_001083621	22816441	22852889	19
chr1	22890003	22930087	EPHA8	40084	+	NM_020526	22890128	22928234	17
chr1	22959750	22959859	MIR6127	109	-	NR_106742	22959859	22959859	1
chr1	22963117	22966175	C1QA	3058	+	NM_015991	22964109	22965900	3
chr1	22970117	22974603	C1QC	4486	+	NM_001114101	22970516	22974276	3
chr1	22979681	22988029	C1QB	8348	+	NM_000491	22985949	22987879	3
chr1	23037330	23247993	EPHB2	210663	+	NM_001309193	23037475	23240363	17
chr1	23046009	23046091	MIR4684	82	+	NR_039832	23046091	23046091	1
chr1	23189651	23189719	MIR4253	68	-	NR_036214	23189719	23189719	1
chr1	23279535	23291923	LACTBL1	12388	-	NM_001289974	23279535	23291923	6
chr1	23337326	23342343	C1orf234	5017	-	NM_001242521	23337393	23342266	3
chr1	23345940	23410184	KDM1A	64244	+	NM_001009999	23346089	23409857	21
chr1	23370797	23370865	MIR3115	68	+	NR_036057	23370865	23370865	1
chr1	23384350	23384427	MIR4419A	77	-	NR_039614	23384427	23384427	1
chr1	23410515	23495351	LUZP1	84836	-	NM_033631	23415387	23420754	5
chr1	23518387	23521222	HTR1D	2835	-	NM_000864	23519578	23520712	1
chr1	23607801	23612011	LINC01355	4210	-	NR_110616	23612011	23612011	2
chr1	23631180	23670857	HNRNPR	39677	-	NM_001102398	23636946	23667501	11
chr1	23685940	23696357	ZNF436	10417	-	NM_001077195	23688461	23694498	4
chr1	23695463	23698330	ZNF436-AS1	2867	+	NR_033690	23698330	23698330	1
chr1	23707401	23751272	TCEA3	43871	-	NM_003196	23707958	23751126	11
chr1	23755055	23810750	ASAP3	55695	-	NM_017707	23756348	23810626	25
chr1	23832919	23857712	E2F2	24793	-	NM_004091	23836371	23857285	7
chr1	23848421	23854911	LOC101928163	6490	+	NR_110799	23854911	23854911	3
chr1	23884420	23886285	ID3	1865	-	NM_002167	23885450	23885917	3
chr1	23953823	23967056	MDS2	13233	+	NR_027042	23967056	23967056	7
chr1	24018268	24022915	RPL11	4647	+	NM_001199802	24018313	24022863	6
chr1	24069855	24088549	TCEB3	18694	+	NM_003198	24069915	24086063	11
chr1	24086871	24104787	TCEB3-AS1	17916	-	NR_038280	24104787	24104787	4
chr1	24104875	24114722	PITHD1	9847	+	NM_020362	24105005	24113866	6
chr1	24117645	24122029	LYPLA2	4384	+	NM_007260	24119172	24121222	10
chr1	24122088	24127294	GALE	5206	-	NM_001008216	24122438	24125497	12
chr1	24128366	24151949	HMGCL	23583	-	NM_000191	24128952	24151905	9
chr1	24171571	24194859	FUCA1	23288	-	NM_000147	24172204	24194776	8
chr1	24200459	24239817	CNR2	39358	-	NM_001841	24201024	24202107	2
chr1	24255559	24255637	MIR378F	78	+	NR_039615	24255637	24255637	1
chr1	24286300	24289949	PNRC2	3649	+	NM_017761	24287947	24288367	3
chr1	24290836	24306953	SRSF10	16117	-	NR_034035	24306953	24306953	7
chr1	24382530	24438665	MYOM3	56135	-	NM_152372	24383853	24435126	37
chr1	24446260	24469775	IL22RA1	23515	-	NM_021258	24447294	24469572	7
chr1	24480646	24513765	IFNLR1	33119	-	NM_173064	24483619	24513738	7
chr1	24526729	24538180	LOC284632	11451	+	NR_027087	24538180	24538180	3
chr1	24645811	24690970	GRHL3	45159	+	NM_198174	24646041	24690861	16
chr1	24683488	24741587	STPG1	58099	-	NM_001199012	24685032	24727878	9
chr1	24742244	24799473	NIPAL3	57229	+	NM_020448	24746037	24795675	12
chr1	24822822	24828850	RCAN3AS	6028	-	NR_045409	24828850	24828850	3
chr1	24828840	24863510	RCAN3	34670	+	NM_001251979	24840862	24861767	5
chr1	24865763	24882515	LOC100506985	16752	-	NR_109781	24882515	24882515	3
chr1	24882566	24935818	NCMAP	53252	+	NM_001010980	24921921	24932238	4
chr1	24969593	24999772	SRRM1	30179	+	NM_001303448	24969817	24998777	18
chr1	25071759	25170815	CLIC4	99056	+	NM_013943	25072044	25167428	6
chr1	25226001	25291501	RUNX3	65500	-	NM_001031680	25228612	25291062	6
chr1	25245835	25245907	MIR6731	72	-	NR_106789	25245907	25245907	1
chr1	25349993	25350077	MIR4425	84	+	NR_039623	25350077	25350077	1
chr1	25548766	25559013	SYF2	10247	-	NM_015484	25549756	25558958	7
chr1	25568739	25573985	RSRP1	5246	-	NM_020317	25569079	25573454	5
chr1	25598976	25656936	RHD	57960	+	NM_016124	25599038	25655415	10
chr1	25664788	25688852	TMEM50A	24064	+	NM_014313	25666977	25687196	7
chr1	25688739	25747363	RHCE	58624	-	NM_020485	25689017	25747277	10
chr1	25757348	25826698	TMEM57	69350	+	NM_018202	25757589	25824957	11
chr1	25870075	25895377	LDLRAP1	25302	+	NM_015627	25870189	25893483	9
chr1	25943958	26112698	MAN1C1	168740	+	NM_001289010	25944288	26110341	12
chr1	26126666	26144713	SEPN1	18047	+	NM_020451	26126721	26142209	13
chr1	26146396	26159433	MTFR1L	13037	+	NM_001099627	26149595	26156275	7
chr1	26146444	26150097	LOC646471	3653	-	NR_024498	26150097	26150097	1
chr1	26158403	26185949	AUNIP	27546	-	NM_001287490	26158578	26185848	4
chr1	26187974	26197744	PAQR7	9770	-	NM_178422	26189289	26190330	2
chr1	26210676	26232993	STMN1	22317	-	NM_001145454	26212213	26231167	5
chr1	26232852	26232945	MIR3917	93	-	NR_037481	26232945	26232945	1
chr1	26286257	26324648	PAFAH2	38391	-	NM_000437	26288479	26317307	11
chr1	26348270	26362954	EXTL1	14684	+	NM_004455	26349137	26361838	11
chr1	26364512	26372629	SLC30A2	8117	-	NM_001004434	26365650	26372387	8
chr1	26377795	26394125	TRIM63	16330	-	NM_032588	26378363	26393985	9
chr1	26437655	26452039	PDIK1L	14384	+	NM_001243532	26440799	26449068	3
chr1	26485510	26489119	FAM110D	3609	+	NM_024869	26487782	26488598	2
chr1	26496387	26497364	ZNF593	977	+	NM_015871	26496474	26497207	3
chr1	26503980	26516376	CNKSR1	12396	+	NM_001297648	26510240	26516039	21
chr1	26517118	26529033	CATSPER4	11915	+	NM_198137	26517118	26529033	10
chr1	26551810	26556331	LOC101928303	4521	+	NR_110698	26556331	26556331	4
chr1	26560643	26605529	CEP85	44886	+	NM_022778	26566274	26603784	14
chr1	26606212	26608013	SH3BGRL3	1801	+	NM_031286	26606646	26607614	3
chr1	26608772	26644756	UBXN11	35984	-	NM_145345	26608789	26629374	15
chr1	26644410	26647014	CD52	2604	+	NM_001803	26644508	26646793	2
chr1	26648349	26680621	AIM1L	32272	-	NM_001039775	26648458	26673148	20
chr1	26688124	26699285	ZNF683	11161	-	NM_001307925	26688141	26695062	7
chr1	26737258	26756219	LIN28A	18961	+	NM_024674	26737382	26752949	4
chr1	26758772	26797795	DHDDS	39023	+	NM_205861	26759436	26795622	9
chr1	26789247	26794028	LOC101928324	4781	-	NR_125952	26794028	26794028	4
chr1	26798901	26803133	HMGN2	4232	+	NM_005517	26799103	26801639	6
chr1	26856248	26901520	RPS6KA1	45272	+	NM_002953	26856411	26900692	22
chr1	26881032	26881084	MIR1976	52	+	NR_031740	26881084	26881084	1
chr1	27022521	27108601	ARID1A	86080	+	NM_006015	27022894	27107247	20
chr1	27114453	27124894	PIGV	10441	+	NM_017837	27117306	27124335	4
chr1	27153200	27182211	ZDHHC18	29011	+	NM_032283	27153295	27180334	8
chr1	27189632	27190947	SFN	1315	+	NM_006142	27189703	27190450	1
chr1	27205872	27216869	GPN2	10997	-	NM_018066	27206167	27216587	5
chr1	27216978	27226962	GPATCH3	9984	-	NM_022078	27217500	27226933	7
chr1	27237974	27240567	NR0B2	2593	-	NM_021969	27238335	27240431	2
chr1	27248212	27273362	NUDC	25150	+	NM_006600	27248339	27272672	9
chr1	27276046	27286901	KDF1	10855	-	NM_152365	27276559	27278871	4
chr1	27320194	27327377	TRNP1	7183	+	NM_001013642	27320277	27320961	2
chr1	27331510	27339333	FAM46B	7823	-	NM_052943	27332434	27339161	2
chr1	27425299	27481621	SLC9A1	56322	-	NM_003047	27426797	27480825	12
chr1	27561006	27635124	WDTC1	74118	+	NM_015023	27587545	27632874	16
chr1	27648635	27662891	TMEM222	14256	+	NR_037580	27662891	27662891	8
chr1	27650364	27653016	ACTG1P20	2652	+	NR_033926	27653016	27653016	1
chr1	27668482	27680423	SYTL1	11941	+	NM_032872	27671825	27680343	15
chr1	27681669	27693357	MAP3K6	11688	-	NM_004672	27681881	27693088	29
chr1	27695600	27701315	FCN3	5715	-	NM_003665	27695726	27701309	8
chr1	27705589	27709823	CD164L2	4234	-	NM_207397	27706536	27709729	5
chr1	27719147	27722317	GPR3	3170	+	NM_005281	27720302	27721295	2
chr1	27730729	27816698	WASF2	85969	-	NM_006990	27734682	27755400	9
chr1	27860755	27930005	AHDC1	69250	-	NM_001029882	27873814	27878626	7
chr1	27938800	27961727	FGR	22927	-	NM_005248	27939424	27950427	13
chr1	27992571	27998724	IFI6	6153	-	NM_002038	27992891	27995825	5
chr1	28052489	28089423	FAM76A	36934	+	NM_001143912	28052591	28087092	10
chr1	28099693	28150963	STX12	51270	+	NM_177424	28099818	28148840	9
chr1	28157251	28178183	PPP1R8	20932	+	NM_014110	28157346	28176957	7
chr1	28160911	28161077	SCARNA1	166	+	NR_002997	28161077	28161077	1
chr1	28199053	28213196	THEMIS2	14143	+	NM_001286113	28199082	28212433	7
chr1	28218035	28241308	RPA2	23273	-	NM_001297558	28218673	28241171	9
chr1	28261465	28285668	SMPDL3B	24203	+	NM_001304579	28280965	28285349	8
chr1	28285972	28294607	XKR8	8635	+	NM_018053	28286580	28293711	3
chr1	28296854	28415148	EYA3	118294	-	NM_001990	28300976	28384537	18
chr1	28473676	28520447	PTAFR	46771	-	NM_001164721	28476503	28477532	3
chr1	28526789	28559542	DNAJC8	32753	-	NM_014280	28527758	28559509	9
chr1	28562601	28564616	ATPIF1	2015	+	NM_178190	28562694	28564308	3
chr1	28585962	28609002	SESN2	23040	+	NM_031459	28586358	28607313	10
chr1	28655512	28662478	MED18	6966	+	NM_017638	28657173	28661481	3
chr1	28696092	28826881	PHACTR4	130789	+	NM_001048183	28733958	28823061	14
chr1	28832454	28837404	SNHG3	4950	+	NR_036473	28837404	28837404	4
chr1	28832454	28865708	RCC1	33254	+	NR_030726	28865708	28865708	13
chr1	28835069	28835227	SNORA73B	158	+	NR_004404	28835227	28835227	1
chr1	28879528	28905057	TRNAU1AP	25529	+	NR_003109	28905057	28905057	10
chr1	28905049	28908366	SNHG12	3317	-	NR_024127	28908366	28908366	6
chr1	28905254	28905334	SNORD99	80	-	NR_003077	28905334	28905334	1
chr1	28906275	28906405	SNORA61	130	-	NR_002987	28906405	28906405	1
chr1	28906892	28907024	SNORA44	132	-	NR_002976	28907024	28907024	1
chr1	28907431	28907565	SNORA16A	134	-	NR_003035	28907565	28907565	1
chr1	28918711	28921088	RAB42	2377	+	NM_152304	28920311	28920629	2
chr1	28929608	28969604	TAF12	39996	-	NM_001135218	28930050	28948593	6
chr1	28975111	28975246	RNU11	135	+	NR_004407	28975246	28975246	1
chr1	28995239	29042115	GMEB1	46876	+	NM_024482	29010124	29041285	10
chr1	29063132	29096287	YTHDF2	33155	+	NM_001173128	29063632	29095464	6
chr1	29138653	29190208	OPRD1	51555	+	NM_000911	29138895	29189795	3
chr1	29213602	29446558	EPB41	232956	+	NM_203342	29320000	29442309	21
chr1	29445936	29450421	TMEM200B	4485	-	NM_001003682	29447416	29448340	2
chr1	29474249	29508637	SRSF4	34388	-	NM_005626	29474921	29508264	6
chr1	29519168	29557470	MECR	38302	-	NM_001024732	29520533	29543145	10
chr1	29563027	29653325	PTPRU	90298	+	NM_005704	29563156	29652173	31
chr1	29656131	29676626	LOC101928460	20495	-	NR_110758	29676626	29676626	3
chr1	30486798	30510459	LOC101929406	23661	-	NR_110790	30510459	30510459	7
chr1	31184123	31196432	MATN1	12309	-	NM_002379	31186428	31196398	8
chr1	31191618	31199593	MATN1-AS1	7975	+	NR_034182	31199593	31199593	4
chr1	31205314	31230683	LAPTM5	25369	-	NM_006762	31206674	31230592	8
chr1	31212002	31212079	MIR4420	77	-	NR_039616	31212079	31212079	1
chr1	31342312	31381480	SDC3	39168	-	NM_014654	31346057	31381433	5
chr1	31404352	31538564	PUM1	134212	-	NM_014676	31406057	31532413	22
chr1	31408535	31408623	SNORD103B	88	-	NR_033295	31408623	31408623	1
chr1	31421964	31422052	SNORD103A	88	-	NR_004054	31422052	31422052	1
chr1	31441009	31441084	SNORD103C	75	-	NR_003066	31441084	31441084	1
chr1	31652591	31712734	NKAIN1	60143	-	NM_024522	31654549	31712394	7
chr1	31732414	31769644	SNRNP40	37230	-	NM_004814	31732918	31769598	10
chr1	31769828	31837800	ZCCHC17	67972	+	NM_001282569	31791041	31837040	9
chr1	31838099	31845923	FABP3	7824	-	NM_004102	31838732	31845861	4
chr1	31882411	31907527	SERINC2	25116	+	NM_001199038	31882684	31907046	11
chr1	31971838	31974167	LINC01225	2329	+	NR_034112	31974167	31974167	3
chr1	31984035	31989846	LINC01226	5811	+	NR_027085	31989846	31989846	3
chr1	32042085	32053287	TINAGL1	11202	+	NM_022164	32042749	32052580	12
chr1	32083300	32092919	HCRTR1	9619	+	NM_001525	32084793	32092581	9
chr1	32095462	32110838	PEF1	15376	-	NM_012392	32096213	32110465	5
chr1	32117847	32169768	COL16A1	51921	-	NM_001856	32118251	32167794	71
chr1	32192705	32229664	ADGRB2	36959	-	NM_001294335	32193020	32222822	33
chr1	32224260	32224336	MIR4254	76	-	NR_036216	32224336	32224336	1
chr1	32256022	32281652	SPOCD1	25630	-	NM_144569	32256203	32280934	16
chr1	32372021	32403988	PTP4A2	31967	-	NM_080391	32374452	32384666	6
chr1	32479294	32526460	KHDRBS1	47166	+	NR_073499	32526460	32526460	11
chr1	32538502	32568467	TMEM39B	29965	+	NM_018056	32538648	32568274	9
chr1	32552549	32552608	MIR5585	59	+	NR_049850	32552608	32552608	1
chr1	32573643	32642168	KPNA6	68525	+	NM_012316	32573731	32636495	14
chr1	32645344	32663886	TXLNA	18542	+	NM_175852	32645946	32660796	11
chr1	32665986	32670991	CCDC28B	5005	+	NM_024296	32667536	32670849	6
chr1	32671235	32674288	IQCC	3053	+	NM_001160042	32671282	32673683	5
chr1	32674694	32681797	DCDC2B	7103	+	NM_001099434	32674694	32681498	9
chr1	32680077	32687972	TMEM234	7895	-	NR_133636	32687972	32687972	11
chr1	32687970	32697205	EIF3I	9235	+	NM_003757	32688042	32696797	11
chr1	32697260	32707311	MTMR9LP	10051	-	NR_026850	32707311	32707311	7
chr1	32712817	32714461	FAM167B	1644	+	NM_032648	32713022	32714202	2
chr1	32716839	32751768	LCK	34929	+	NM_005356	32739930	32751317	13
chr1	32757707	32799224	HDAC1	41517	+	NM_004964	32757770	32798645	14
chr1	32799429	32801840	MARCKSL1	2411	-	NR_052852	32801840	32801840	2
chr1	32826870	32827844	FAM229A	974	-	NM_001167676	32827033	32827692	3
chr1	32827861	32829924	TSSK3	2063	+	NM_052841	32828302	32829857	2
chr1	32830233	32860062	BSDC1	29829	-	NR_125352	32860062	32860062	12
chr1	32930657	32953459	ZBTB8B	22802	+	NM_001145720	32936225	32951019	4
chr1	33004745	33071551	ZBTB8A	66806	+	NM_001291496	33058532	33065898	5
chr1	33086816	33116191	ZBTB8OS	29375	-	NM_178547	33087462	33116166	7
chr1	33116748	33151812	RBBP4	35064	+	NM_001135255	33116907	33145306	12
chr1	33145506	33168361	SYNC	22855	-	NM_030786	33147450	33168261	5
chr1	33207511	33240571	KIAA1522	33060	+	NM_020888	33207555	33238488	7
chr1	33240839	33283633	YARS	42794	-	NM_003680	33241581	33282845	13
chr1	33283042	33324480	S100PBP	41438	+	NM_001256121	33291700	33321639	7
chr1	33327868	33338093	FNDC5	10225	-	NM_001171941	33330210	33333974	5
chr1	33352097	33360247	HPCA	8150	+	NM_002143	33354499	33359463	4
chr1	33360195	33366953	TMEM54	6758	-	NM_033504	33360405	33366839	6
chr1	33402046	33430414	RNF19B	28368	-	NM_001127361	33402888	33430286	9
chr1	33473540	33502512	AK2	28972	-	NR_037591	33502512	33502512	8
chr1	33546713	33586132	AZIN2	39419	+	NM_052998	33547850	33585783	12
chr1	33611002	33647671	TRIM62	36669	-	NM_018207	33612777	33647033	5
chr1	33722173	33766320	ZNF362	44147	+	NM_152493	33736175	33764647	9
chr1	33772366	33786699	A3GALT2	14333	-	NM_001080438	33772366	33786699	5
chr1	33789223	33841194	PHC2	51971	-	NM_198040	33790465	33841140	14
chr1	33797993	33798093	MIR3605	100	-	NR_037400	33798093	33798093	1
chr1	33815952	33828846	LOC101929464	12894	+	NR_125978	33828846	33828846	3
chr1	33938231	33961995	ZSCAN20	23764	+	NM_145238	33944889	33961076	8
chr1	33979598	34631443	CSMD2	651845	-	NM_052896	33985117	34631414	70
chr1	34326075	34330392	HMGB4	4317	+	NM_145205	34329792	34330353	2
chr1	34334556	34351059	CSMD2-AS1	16503	+	NR_038372	34351059	34351059	8
chr1	34632483	34684731	C1orf94	52248	+	NM_032884	34663075	34684362	7
chr1	35135199	35135295	MIR552	96	-	NR_030278	35135295	35135295	1
chr1	35220647	35224113	GJB5	3466	+	NM_005268	35222931	35223753	2
chr1	35225341	35229325	GJB4	3984	+	NM_153212	35226855	35227656	2
chr1	35246789	35251965	GJB3	5176	+	NM_024009	35250363	35251176	2
chr1	35258598	35261348	GJA4	2750	+	NM_002060	35259814	35260816	2
chr1	35315962	35325417	SMIM12	9455	-	NM_138428	35321299	35321578	2
chr1	35331036	35395186	DLGAP3	64150	-	NM_001080418	35331683	35370984	12
chr1	35441299	35444307	LOC653160	3008	-	NR_037869	35444307	35444307	3
chr1	35447126	35450948	ZMYM6NB	3822	-	NM_001195156	35447544	35450906	3
chr1	35451766	35497569	ZMYM6	45803	-	NM_007167	35452704	35496240	16
chr1	35525386	35581459	ZMYM1	56073	+	NM_001289088	35559588	35580860	11
chr1	35649200	35658743	SFPQ	9543	-	NM_005066	35650056	35658650	10
chr1	35734567	35887545	ZMYM4	152978	+	NM_005095	35734647	35885278	30
chr1	35899090	36023037	KIAA0319L	123947	-	NM_024874	35900494	36020092	21
chr1	36023392	36032380	NCDN	8988	+	NM_001014839	36023791	36031264	8
chr1	36038970	36060927	TFAP2E	21957	+	NM_178548	36039178	36060277	7
chr1	36065142	36107445	PSMB2	42303	-	NM_002794	36068867	36107033	6
chr1	36179476	36184790	C1orf216	5314	-	NM_152374	36181232	36181922	2
chr1	36197712	36235551	CLSPN	37839	-	NM_022111	36202096	36235471	25
chr1	36273827	36323490	AGO4	49663	+	NM_017629	36274017	36319206	18
chr1	36335408	36389899	AGO1	54491	+	NM_001317123	36358173	36385208	19
chr1	36396682	36522063	AGO3	125381	+	NM_024852	36397027	36521346	19
chr1	36549675	36553876	TEKT2	4201	+	NM_014466	36550522	36553787	10
chr1	36554452	36559533	ADPRHL2	5081	+	NM_017825	36554505	36558987	6
chr1	36560836	36590685	COL8A2	29849	-	NM_005202	36563169	36565843	4
chr1	36602169	36621654	TRAPPC3	19485	-	NM_001270895	36602803	36605671	5
chr1	36621565	36646451	MAP7D1	24886	+	NM_001286366	36622018	36645859	18
chr1	36690016	36770957	THRAP3	80941	+	NM_005119	36748164	36769618	12
chr1	36771993	36786948	SH3D21	14955	+	NM_001162530	36772021	36786728	16
chr1	36787630	36789755	EVA1B	2125	-	NM_018166	36787895	36788638	3
chr1	36805219	36851528	STK40	46309	-	NM_032017	36807355	36826933	12
chr1	36859020	36863560	LSM10	4540	-	NM_032881	36859358	36859730	2
chr1	36883506	36916086	OSCP1	32580	-	NM_145047	36883739	36915970	10
chr1	36921361	36930040	MRPS15	8679	-	NM_031280	36921388	36929876	8
chr1	36931643	36948915	CSF3R	17272	-	NM_172313	36931696	36945097	18
chr1	37261127	37499844	GRIK3	238717	-	NM_000831	37267451	37499709	16
chr1	37627163	37627235	MIR4255	72	+	NR_036217	37627235	37627235	1
chr1	37920479	37940044	LINC01137	19565	-	NR_038842	37940044	37940044	3
chr1	37940118	37949978	ZC3H12A	9860	+	NM_025079	37941097	37949212	6
chr1	37945830	37945890	MIR6732	60	+	NR_106790	37945890	37945890	1
chr1	37955560	37980420	MEAF6	24860	-	NR_073092	37980420	37980420	9
chr1	37966535	37966595	MIR5581	60	-	NR_049844	37966595	37966595	1
chr1	38000049	38019945	SNIP1	19896	-	NM_024700	38003348	38019830	4
chr1	38022519	38032458	DNALI1	9939	+	NM_003462	38022529	38030662	6
chr1	38032412	38061586	GNL2	29174	-	NM_013285	38032455	38061423	16
chr1	38076950	38100595	RSPO1	23645	-	NM_001038633	38078426	38095333	9
chr1	38147241	38156267	C1orf109	9026	-	NM_001303031	38148794	38156070	5
chr1	38158072	38175391	CDCA8	17319	+	NM_018101	38158362	38174038	11
chr1	38181645	38230824	EPHA10	49179	-	NM_001099439	38184043	38230738	17
chr1	38259773	38267278	MANEAL	7505	+	NM_001031740	38259854	38265531	4
chr1	38268613	38273865	YRDC	5252	-	NM_024640	38269596	38273852	5
chr1	38273472	38275126	C1orf122	1654	+	NM_198446	38274076	38274745	3
chr1	38275238	38325292	MTF1	50054	-	NM_005955	38280807	38323330	11
chr1	38326368	38412729	INPP5B	86361	-	NM_005540	38327986	38411980	24
chr1	38422651	38455761	SF3A3	33110	-	NM_006802	38423857	38455637	17
chr1	38462441	38471187	FHL3	8746	-	NM_004468	38463076	38465084	6
chr1	38478383	38490497	UTP11L	12114	+	NM_016037	38478474	38489300	8
chr1	38509522	38512450	POU3F1	2928	-	NM_002699	38511059	38512415	1
